"","beername","review","language"
"1053","Goose Island Honkers Ale","Tasted like a nice pale ale. Hoppy but not grapefruity or not overly so. 30 IBU. 4.3 ABV ---Rated via Beer Buddy for iPhone","english"
"1054","Goose Island Honkers Ale","Citrus hop beginning to a weak bitter finish. A nice bouquet but flavours are disjointed.","english"
"1056","Goose Island Honkers Ale","33cl from bottle bought at Waitrose. Malty, light and fruity. Really light body","english"
"1060","Goose Island Honkers Ale","overall a very enjoyable malt forward ale. a little fruity a little spicy. pleasant","english"
"1061","Goose Island Honkers Ale","0,473l can. Pours slightly hazy copper. Caramel malt mostly, with bitter finish. Quite average.","english"
"1062","Goose Island Honkers Ale","Amber color, small white head. Overall malts in the aroma. Taste like traditional English bitter. Nothing special","english"
"1063","Goose Island Honkers Ale","Pours a slightly hazy amber colour with average carbonation. Aromas are of lightly toasted malts, berry fruits and a gentle hop presence which is slightly earthy, grassy and fruity. Taste is well balanced and drinkable, a","english"
"1066","Goose Island Honkers Ale","Bottle 355 ml from Morrisons, Acton. Aromas are malts, sweet honey and subtle oats. Clear amber bubbly body and small white head. Taste is bitter with malts, honey, aramel, fruitiness/plum notes.","english"
"1067","Goose Island Honkers Ale","Keg at Rewind Bar, Leek. A clear amber colour with a medium white head. Aroma of toasted malts, some bready malts, subtle fruit and slight spicy hops. Taste of toasted malts, some grain, slight fruit, a hint of sourness","english"
"1070","Goose Island Honkers Ale","Rating from memory so that I've got my facts and figures right. Not much in the way of tasting notes, but more on the malty end of what I prefer. Not a bad brew!","english"
"1071","Goose Island Honkers Ale","21/XI/17 - sample @ Horeca Expo (Ghent) - BB: n/a (2017-1927) Thanks to the brewers for today's samples and my Ghent beer posse for sharing the glasses and keeping my liver sane. :p","english"
"1072","Goose Island Honkers Ale","A clear amber beer with a small white head and a lot of gas. Aroma is not very strong, but there is some malt, caramel and yeast. Faint taste with some bitterness at the end. Light bodied with some carbonation and faint","english"
"1073","Goose Island Honkers Ale","21-01-2018; bottle; drank in Voss, Norway (bought at Saveur Bière, as part of their Januari 2018 discovery box).","english"
"1077","Goose Island Honkers Ale","Hazy auburn color with a creamy head of offwhite foam. Aromas and flavors of rich bready and caramel malt with a light blueberry and orange citrus in the background. Herbaceous and slightly bitter hops linger on","english"
"1078","Goose Island Honkers Ale","355ml bottle from NYC Grill, Darlington. Amber brown colour, tan foam head leaving lacing and bready malt aroma. Taste is malty, doughy, toffee, alittle spicy, with fruity, earthy bitterness. Light to medium bodied,","english"
"1079","Goose Island Honkers Ale","Pours golden with a decent head (within a nucleated oval pint glass). Medium bitterness. Nice on the pallet. Fruity and malty. I enjoyed this beer and would buy again.","english"
"1084","Goose Island Honkers Ale","back log rating so no notes on aroma , palate etc . Just the rating from an old app","english"
"1086","Goose Island Honkers Ale","Amber, bubbly with medium fastly dissapearing beige head. Slightly sweet malty aroma. Medium to strong bitterness on the malty background, some sourness, carbonated and bit watery.","english"
"1087","Goose Island Honkers Ale","A great ale that's full of citrus and hoppy aromas and flavors with a not too strong bitterness or alcohol content.","english"
"1089","Goose Island Honkers Ale","Bottle from de Caigny in Essen, Belgium. 
The beer is amber colored and has a small and unstable creamy head,","english"
"1092","Goose Island Honkers Ale","Bottle - clear syrup orange colour with little carbonation and next to no head. Orangey aroma. Ting on tongue and in mouth. Fruity tasting with bitter finish.","english"
"1097","Goose Island Honkers Ale","First rating in ages. Great copper orange pour, with thin white lacing. Sweet and malty aroma, with a hint of hops. Sweet bread and malty taste, slightly bitter aftertaste. Highly carbonated and medium bodied. Not bad, not","english"
"1098","Goose Island Honkers Ale","355ml bottle. Pours a clear orange gold and a thin white head. Aroma: mild citrus, caramel and fruitbowl aroma. Taste: mild citrus and peach flavours. Very mild pine and biscuity mslt flavours. Very weak flavoured. Not much","english"
"1099","Goose Island Honkers Ale","From bottle. Transfer of an earlier rating without text recorded, rating only.","english"
"1100","Goose Island Honkers Ale","Bottle from Beer Hawk. Clear copper with an aggressive head. Low on aroma. Taste is malty, grassy hops with mild bitterness and a hint of plum.","english"
"1101","Goose Island Honkers Ale","Pours brown with a quickly fading head and no real lacing.","english"
"1104","Goose Island Honkers Ale","Clear light amber color with aroma of caramel and bread. Caramel and fruit sweetness with some biscuit.","english"
"1110","Goose Island Honkers Ale","This is a re-rate.  It pours amber with an off-white head.  The aroma is fruit, caramel, and bread.  The taste is caramel, fruit, and bread. This is smooth and very drinkable.  This is a good session beer.","english"
"1111","Goose Island Honkers Ale","Bread and malt smells with some sour apple.Pours a cloudy orange with an anemic white qyuickly dissipating head. Plenty of lacing. Oily bitter flavors of leather and a little caramel malty notes. Good imitation of the style","english"
"1112","Goose Island Honkers Ale","Bottle pour into shaker pint glass from One Stop Market. Appearance is clear amber with nice sparkle, 1/2-finger width white head with poor retention and no lacing. Aroma is bread, fruit, earth. Taste is caramel and","english"
"1113","Goose Island Honkers Ale","Bottle, UK import, source not recorded. Backlog entry. Entering my historic scores for US beers whilst visiting New York. No tasting notes kept, just rating.","english"
"1117","Goose Island Honkers Ale","Bottle. Somewhat pale amber with a medium white head. Light to medium body with moderate carbonation. SUbtle bitter and sweet tones. Caramel, malts, some hops and fruits. Refreshing.","english"
"1119","Goose Island Honkers Ale","Only Known American made bitter in area. Best beer in England is a Pint of Bitter.","english"
"1120","Goose Island Honkers Ale","Nothing too fancy here. A bit of malt and hops on the nose. Taste is the same with some caramel, thin bodied.","english"
"1121","Goose Island Honkers Ale","Bottle. Amber color with a white head. Light fruit, floral and biscuit aroma. The taste is a little sweet. Nice ale.","english"
"1125","Goose Island Honkers Ale","Clear copper colour. Not a tonne of head. Aroma is biscuit. Taste is some gingerbread, malt, and caramel. Light bitterness. Nothing special.","english"
"1126","Goose Island Honkers Ale","Bottle from The Pancake House, Elveden Forest Centre Parc. Fruity floral aroma. FLight chestnut. Thin white head. Light bitter. Malty. Caramel sweetness comes through into the finish. Relatively light bodied and thin.","english"
"1127","Goose Island Honkers Ale","355ml bottle. Pours light chestnut amber with a small off white head. Nose is very malty, brown bread, toast and biscuit. Light soft carbonation, taste is very bready and biscuity. A slight toasted, nutty taste too, before leadin","english"
"1128","Goose Island Honkers Ale","I bought this bottle at bootleger in Paris. I drink it today at Bonfol, before to go the swimming pool. Unfortunately, I didn’t know the version before In-bev. The limit to drink it is at November 2017. In my point of view, it is a","english"
"1133","Goose Island Honkers Ale","This was once a good beer. Now that ABI mass produces it it’s awful. It’s all you find at the airports and I refuse drink that swill. Awful.","english"
"1134","Goose Island Honkers Ale","Imported by Cerveceria Chile. Found on Henua Market, Easter Island. Pours a clear copper color with a medium white head that diminishes quickly. Aroma is malty, with cereally and bready notes, hints of cardboard and","english"
"1135","Goose Island Honkers Ale","Belated check in. Simple beer. No complexity and nothing remarkable. Might be good on a hot day. But so is ice water. Didn't finish.","english"
"1136","Goose Island Honkers Ale","Not a bad beer by any means. Its pretty good. But its probably my least favorite Goose Island beer, and Goose Island is my favorite brewery by far. It just really lacks that uniqueneas and multiple layers of flavora and","english"
"1137","Goose Island Honkers Ale","Bottle @ Fiddlers. Unbelieveable I haven’t tried this beer before. Pours a clear darker golden beer wtih a nice, fluffy white head on top. Aroma is malty and grassy, bit of everthing in there, nice subtle mix of medium","english"
"1139","Goose Island Honkers Ale","Bottle, 355ml. Copper colour with a small white head that quickly diminishes. Aroma has plenty of malt, clove and sweetness. Flavour has biscuit, a little sourness, some spicy hop. Disappointing thin body and a","english"
"1142","Goose Island Honkers Ale","Appearance: bright amber with great head
Aroma: fresh grass, hops, light citrus","english"
"1143","Goose Island Honkers Ale","Clear amberish copper with a thick rocky ivory head. Bright English malty nose that’s a touch bready with quiet grassy slightly pear-like hop tones. Crisp English bready malt flavors dominate the palate with a crisp semidr","english"
